Inst #;School Name;2015 Decile;"2015 
Step";Decile Change;Step Change;"July 2014 Funding roll
Years 9+";"July 2014 Funding roll
Total ";School Type;Authority;Territorial Local Authority;Regional Council;Ministry of Education Local Office;General Electorate;M?ori Electorate;Telephone;Fax;Email;Principal;School website;Physical address;Suburb;City;Postal Address 1;Postal Address 2;Postal Address 3;Postal Code;Urban Area;School Type;Definition;Authority;Gender of Students;Education Region;Census Area Unit;Ward;Latitude;Longitude ;Total School Roll (Sep15);European/ Pakeha;Maori;Pasifika;Asian;MELAA;Other;International Students
3401;Kumara School;6;N;1;1;0;23;Full Primary;State;Westland District;West Coast Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 7369832;03 7369872;office@kumara.school.nz;Victoria Hygate;0;68 Fifth Street;0;Kumara;68 Fifth Street;0;Kumara;7832;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Kumara;Northern Ward;-42.635.661;171.187.378;31;25;1;1;3;0;1;0
601;Kumeroa-Hopelands School;8;P;4;5;0;42;Full Primary;State;Tararua District;Manawatu-Wanganui Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3764542;06 3764542;office@kumeroa.school.nz;Julia Bevin;http://www.kumeroa.school.nz;Cnr Township & School Roads;0;Kumeroa;58 Township Road RD 1;0;Woodville;4997;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Papatawa;South Tararua Ward;-40.337.633;175.989.711;48;38;9;0;0;0;1;0
249;Kuranui College;6;N;1;1;465;465;Secondary (Year 9-15);State;South Wairarapa District;Wellington Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3049116;06 3049934;office@kuranui-college.school.nz;Geoffrey Shepherd;http://kuranui-college.school.nz;East Street;0;Greytown;East Street;0;Greytown;5712;Minor Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Wellington;Greytown;Greytown Ward;-41.092.587;175.451.039;457;281;146;11;9;2;3;5
1858;Kuranui Primary School;8;P;2;2;0;38;Contributing;State;South Waikato District;Waikato Region;Hamilton;Taupo;Te Tai Hauauru;07 8834866;07 8834866;office@kuranui.school.nz;Paula Hastings;http://www.kuranui.school.nz;66 Waiomou Road;0;Tirau;66 Waiomou Road RD 2;0;Tirau;3485;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Waikato;Tapapa;Tirau Ward;-3.794.061;175.838.375;51;46;5;0;0;0;0;0
1785;Kuratau School;2;E;0;-1;0;68;Full Primary;State;Taupo District;Waikato Region;Rotorua;Taupo;Waiariki;07 3865801;07 3865802;ksadmin@kuratau.school.nz;Gerard McMullan (Acting);http://www.kuratau.school.nz;State Highway 41;Kuratau;Turangi;2244 State Highway 41 RD 1;0;Turangi;3381;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Kuratau;Turangi-Tongariro Ward;-38.881.513;175.674.338;87;27;54;0;5;1;0;0
1786;Kutarere School;2;F;0;-1;0;35;Full Primary;State;Opotiki District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 315 4874;07 3154874;kutarere@xtra.co.nz;Susan Lee;http://www.tekuraokutarere.com;461 State Highway 2;Kutarere;Opotiki;State Highway 2 RD 2;0;Opotiki;3198;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Waiotahi;Waioeka-Waiotahi Ward;-38.044.262;17.714.744;37;0;37;0;0;0;0;0
3402;Ladbrooks School;10;Z;0;0;0;105;Full Primary;State;Selwyn District;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3296885;03 3296415;office@ladbrooks.school.nz;Sean Bailey;http://www.ladbrooks.school.nz;9 Barnes Road RD 4;0;Christchurch;9 Barnes Road RD 4;0;Christchurch;7674;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Trents-Ladbrooks;Springs Ward;-43.617.669;172.532.329;103;94;9;0;0;0;0;0
1338;Laingholm School;10;Z;0;0;0;297;Contributing;State;Auckland- Waitakere Ranges;Auckland Region;Auckland North;Helensville;Tamaki Makaurau;09 8178874;09 8179416;martynw@laingholm.school.nz;Martyn Weatherill;http://www.laingholm.school.nz;54 Victory Road;Laingholm;Waitakere;54 Victory Road;Laingholm;Waitakere;604;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Laingholm;Waitakere Ward;-36.962.451;174.627.211;324;265;32;7;12;5;3;0
2123;Lake Brunner School;7;O;1;1;0;41;Full Primary;State;Grey District;West Coast Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 7380021;0;office@lakebrunner.school.nz;Sue Gibson;http://www.lakebrunner.school.nz;Ahau Street;0;Moana;PO Box 24;0;Moana;7845;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Lake Brunner;Eastern Ward;-42.575.944;171.480.778;51;40;5;0;1;2;3;0
1787;Lake Rerewhakaaitu School;7;O;1;1;0;79;Full Primary;State;Rotorua District;Bay of Plenty Region;Rotorua;Rotorua;Waiariki;07 3666814;07 3666600;office@lakerere.school.nz;Patricia McGee;http://lakererewhakaaitu.ultranet.school.nz;9 Ash Pit Road;Rerewhakaaitu;Rotorua;9 Ash Pit Road RD 3;0;Rotorua;3073;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Tarawera;Area Outside Ward;-38.317.411;176.493.668;89;40;45;2;1;0;1;0
3199;Lake Rotoiti School;8;P;-2;-2;0;30;Full Primary;State;Tasman District;Tasman Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 5211830;0;tracyy@lakerotoiti.school.nz;Giles Panting;http://lakerotoiti.school.nz;State Highway 63;0;Nelson;State Highway 63 RD 2;0;Nelson;7072;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Lake Rotoroa;Lakes-Murchison Ward;-41.801.592;17.285.158;34;32;2;0;0;0;0;0
1788;Lake Rotoma School;1;C;-3;-9;0;46;Full Primary;State;Rotorua District;Bay of Plenty Region;Rotorua;Rotorua;Waiariki;07 3620839;07 3620089;0;Hinekete Meha;http://www.lakerotoma.school.nz/;Manawahe Road;0;Lake Rotoma;Manawahe Road RD 4;Lake Rotoma;Rotorua;3074;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Tikitere;Area Outside Ward;-38.042.015;176.546.295;35;2;33;0;0;0;0;0
1139;Lake Taupo Christian School;8;P;2;2;40;92;Composite (Year 1-15);State: Integrated;Taupo District;Waikato Region;Rotorua;Taupo;Waiariki;07 3782383;07 3789347;office@ltcs.school.nz;Kevin Short;http://www.ltcs.school.nz;42 Kiddle Drive;0;Taupo;42 Kiddle Drive;Hilltop;Taupo;3330;Secondary Urban Area;Composite (Year 1-15);Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Hilltop;Taupo-Kaingaroa Ward;-38.697.054;176.101.668;89;61;18;3;2;4;1;0
3406;Lake Tekapo School;10;Z;3;3;0;29;Contributing;State;Mackenzie District;Canterbury Region;Christchurch;Waitaki;Te Tai Tonga;03 6806816;0;office@tekapo.school.nz;Simon Waymouth;0;Aorangi Crescent;0;Lake Tekapo;PO Box 15;0;Lake Tekapo;7945;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Lake Tekapo;Pukaki Ward;-44.005.064;1.704.748;33;28;1;0;4;0;0;0
1659;Lakeview School;2;E;0;-1;0;447;Full Primary;State;Masterton District;Wellington Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3771867;06 3788284;admin@lakeview.school.nz;Edward Hodgkinson;http://www.lakeviewschool.info;Te Ore Ore Road;0;Masterton;PO Box 265;0;Masterton;5840;Secondary Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Lansdowne;Urban Ward;-40.947.899;175.679.087;471;172;242;46;7;2;2;0
3407;Lauriston School;9;Q;0;0;0;78;Contributing;State;Ashburton District;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3024799;03 3024011;admin@lauriston.school.nz;Donna Reader;http://lauriston.ultranet.school.nz;Church Street;Lauriston;Ashburton;Church Street RD 2;0;Ashburton;7772;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Mt Somers;Western Ward;-43.730.734;171.778.572;88;75;7;0;5;1;0;0
390;Lawrence Area School;6;N;0;0;39;139;Composite (Year 1-15);State;Clutha District;Otago Region;Dunedin;Clutha-Southland;Te Tai Tonga;03 4859906;03 4859907;office@las.school.nz;John Auld;http://lawrenceareaschool.edublogs.org;18 Harrington Street;0;Lawrence;18 Harrington Street;0;Lawrence;9532;Rural Area;Composite (Year 1-15);Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Lawrence;Lawrence-Tuapeka Ward;-45.921.137;169.686.813;139;112;26;0;0;0;1;0
1339;Leabank School;1;B;-1;-2;0;435;Contributing;State;Auckland- Manurewa;Auckland Region;Auckland South;Manurewa;Tamaki Makaurau;09 2676939;09 2673053;admin@leabank.school.nz;Rex Maddren;http://leabank.school.nz/;7 Dr Pickering Avenue;Manurewa;Auckland;7 Dr Pickering Avenue;Manurewa;Manukau;2102;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Leabank;Manurewa-Papakura Ward;-37.034.195;174.886.553;418;8;179;208;20;3;0;0
1789;Leamington School;7;O;0;0;0;389;Contributing;State;Waipa District;Waikato Region;Hamilton;Taupo;Hauraki-Waikato;07 8275747;07 8278196;office@leamington.school.nz;Michael Malcolm;http://www.leamington.school.nz;Lamb Street;Leamington;Cambridge;Lamb Street;Leamington;Cambridge;3432;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Waikato;Leamington East;Cambridge Ward;-37.916.947;175.473.854;470;363;73;4;12;15;2;1
3761;Lee Stream School;9;Q;3;3;0;25;Full Primary;State;Dunedin City;Otago Region;Dunedin;Dunedin South;Te Tai Tonga;03 4891452;03 4891453;lss@leestream.school.nz;Kim Allan;http://www.leestream.school.nz/;Clarks Junction;0;Dunedin;Lee Stream Road RD 2;0;Outram;9074;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Strath Taieri;Mosgiel-Taieri Ward;-45.781.768;170.097.552;26;23;3;0;0;0;0;0
3410;Leeston School;8;P;0;0;0;353;Contributing;State;Selwyn District;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3243493;03 3243058;principal@leeston.school.nz;Lynda Taylor;http://www.leeston.school.nz;Selwyn Street;0;Leeston;24 Selwyn Street;0;Leeston;7632;Minor Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Leeston;Ellesmere Ward;-43.760.752;172.297.571;364;311;39;1;7;5;1;0
1340;Leigh School;8;P;2;2;0;60;Contributing;State;Auckland- Rodney;Auckland Region;Auckland North;Rodney;Te Tai Tokerau;09 4226031;09 4226032;office@leigh.school.nz;Julie Turner;http://www.leigh.school.nz;Hauraki Road;Leigh;Warkworth;Hauraki Road RD 5;0;Warkworth;985;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Leigh;Rodney Ward;-36.291.113;174.803.596;57;37;13;6;1;0;0;0
3411;Leithfield School;8;P;0;0;0;98;Full Primary;State;Hurunui District;Canterbury Region;Christchurch;Kaikoura;Te Tai Tonga;03 3148024;03 3148017;linda@leithfield.school.nz;Sharon Marsh;http://www.leithfield.school.nz;Old Main Road;0;Amberley;Old Main North Road RD 1;0;Amberley;7481;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Leithfield;Amberley Ward;-43.197.813;172.740.036;113;94;16;0;1;0;2;0
2182;Lepperton School;9;Q;0;0;0;161;Contributing;State;New Plymouth District;Taranaki Region;Whanganui;New Plymouth;Te Tai Hauauru;06 7520707;06 7520733;office@lepperton.school.nz;Charles Gibson;http://www.lepperton.school.nz;2 Whitcombe Street;Lepperton;New Plymouth;Counter Delivery;Lepperton Postcentre;New Plymouth;4339;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Lepperton;North Ward;-39.062.237;174.209.863;169;133;25;3;7;1;0;0
2886;Levin East School;2;D;0;-1;0;401;Contributing;State;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3687494;06 3687493;0;Hamish Ruawai;http://www.levineast.school.nz;Bartholomew Road;0;Levin;90 Bartholomew Road;0;Levin;5510;Secondary Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Playford Park;Levin Ward;-40.628.682;175.296.785;405;97;243;29;8;4;24;0
2887;Levin Intermediate;2;E;0;-1;0;231;Intermediate;State;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3688306;06 3688305;office@lis.school.nz;Martin James;http://www.lis.school.nz;Collingwood Street;0;Levin;Collingwood Street;0;Levin;5510;Secondary Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Wellington;Levin West;Levin Ward;-4.062.007;175.270.373;223;87;104;16;12;2;2;0
2888;Levin North School;3;G;0;-1;0;272;Contributing;State;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3684436;06 3686815;office@levinnorth.school.nz;Moira Howard;http://www.levinnorth.school.nz;Weraroa Road;0;Levin;148 Weraroa Road;0;Levin;5510;Secondary Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Levin North;Levin Ward;-40.614.282;175.286.113;296;140;127;13;7;3;6;0
2889;Levin School;1;C;0;0;0;139;Contributing;State;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3686562;06 3687865;0;Colin Offord;http://www.levin.school.nz/;67 Tiro Tiro Road;0;Levin;67 Tiro Tiro Road;0;Levin;5510;Secondary Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Levin West;Levin Ward;-40.620.141;175.272.588;146;45;78;18;3;1;1;0
4117;Liberton Christian School;7;O;-1;-1;0;87;Full Primary;State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4737599;03 4737529;admin@libertonchristian.school.nz;Fiona Sizemore;http://www.libertonchristian.school.nz;5 Hillary Street;Pine Hill;Dunedin;PO Box 5160;Moray Place;Dunedin;9058;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Pine Hill;Central Ward;-45.847.573;170.512.966;96;67;6;6;12;5;0;0
1790;Lichfield School;5;M;-2;-2;0;79;Contributing;State;South Waikato District;Waikato Region;Hamilton;Taupo;Te Tai Hauauru;07 8836816;07 8836965;office@lichfield.school.nz;Anthony Biddick;http://www.lichfield.school.nz;779 Lichfield Road;Lichfield;Putaruru;779 Lichfield Road RD 2;0;Putaruru;3482;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Waikato;Lichfield;Putaruru Ward;-38.106.168;175.811.561;80;55;20;0;3;2;0;0
3975;Limehills School;10;Z;1;1;0;177;Full Primary;State;Southland District;Southland Region;Invercargill;Clutha-Southland;Te Tai Tonga;03 2360772;03 2360773;office@limehills.school.nz;Jim Turrell;http://www.limehills.school.nz;Derby Road;0;Limehills;8 Derby Road RD 3;0;Winton;9783;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Hokonui;Winton Ward;-46.065.238;168.328.799;188;140;26;2;12;8;0;0
1341;Lincoln Heights School;2;F;-1;-2;0;412;Full Primary;State;Auckland- Henderson-Massey;Auckland Region;Auckland North;Upper Harbour;Te Tai Tokerau;09 8337480;09 8321779;lhs@lincolnheights.school.nz;Debbie Waikato;http://www.lincolnheights.school.nz;Keegan Drive;Massey;Auckland;PO Box 79193;Royal Heights;Waitakere;656;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Waimumu North;Waitakere Ward;-3.684.487;174.619.682;415;82;110;174;42;5;2;0
347;Lincoln High School;10;Z;1;1;1453;1453;Secondary (Year 9-15);State;Selwyn District;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3252121;03 3252509;office@lincoln.school.nz;Kathy Paterson;http://www.lincoln.school.nz;25 Boundary Road;0;Lincoln;PO Box 69138;0;Lincoln;7640;Minor Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Canterbury;Lincoln;Springs Ward;-43.635.766;172.485.673;1585;1306;133;16;46;13;14;57
3412;Lincoln Primary School;10;Z;0;0;0;438;Full Primary;State;Selwyn District;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3252571;03 3252507;admin@lincolnprimary.ac.nz;Vivienne Butcher;http://lincolnprimary.ultranet.school.nz/;130 North Belt;0;Lincoln;130 North Belt;0;Lincoln;7608;Minor Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Lincoln;Springs Ward;-43.637.105;172.487.099;518;396;41;4;58;16;0;3
2890;Linden School;4;J;0;0;0;93;Contributing;State;Wellington City;Wellington Region;Wellington;Mana;Te Tai Hauauru;04 2325329;04 2326629;office@linden.school.nz;Gaylene Hill;http://www.linden.school.nz;Ranui Terrace;Tawa;Wellington;PO Box 51190;Tawa;Wellington;5249;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Linden;Northern Ward;-41.159.351;174.835.441;108;25;29;24;25;5;0;0
230;Lindisfarne College;9;Q;-1;-1;418;482;Secondary (Year 7-15);State: Integrated;Hastings District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8731136;06 8786955;office@lindisfarne.school.nz;Kenneth MacLeod;http://www.lindisfarne.school.nz;600 Pakowhai Road;Stortford Lodge;Hastings;PO Box 2341;Stortford Lodge;Hastings;4153;Main Urban Area;Secondary (Year 7-15);School with Boarding Facilities;State: Integrated;Boys School;Hawkes Bay/Gisborne;Frimley;Hastings Ward;-39.625.798;176.836.815;496;397;51;3;20;0;6;19
2891;Linkwater School;7;O;-1;-1;0;30;Full Primary;State;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5742200;0;office@linkwater.school.nz;Debra Leov;http://www.linkwater.school.nz;1357 Queen Charlotte Drive;0;Linkwater;1357 Queen Charlotte Drive RD 1;0;Picton;7281;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Marlborough Sounds Terrestrial;Marlborough Sounds Ward;-41.289.162;17.387.947;34;27;4;0;2;0;1;0
2386;Linton Camp School;10;Z;0;0;0;126;Full Primary;State;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3258740;0;office@lintoncamp.school.nz;Geoffrey Franks;http://lintoncamp.ultranet.school.nz;Puttick Road;0;Linton Camp;Puttick Road;Linton Camp;Palmerston North;4820;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Linton Military Camp;Ashhurst-Fitzherbert Ward;-40.411.656;175.591.489;132;31;91;6;3;0;1;0
2387;Linton Country School;6;N;-3;-3;0;16;Full Primary;State;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3258871;06 3258871;linton.office@gmail.com;William Kaandorp;http://www.lintoncountry.school.nz;77 Akers Road;Linton;Palmerston North;77 Akers Road RD 2;0;Palmerston North;4472;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Turitea;Ashhurst-Fitzherbert Ward;-40.429.774;175.551.309;15;9;4;0;0;2;0;0
3413;Linwood Avenue School;2;E;0;1;0;311;Contributing;State;Christchurch City;Canterbury Region;Christchurch;Port Hills;Te Tai Tonga;03 3899256;03 3893865;office@linwoodave.school.nz;Gerard Direen;http://www.linwoodave.school.nz;260 Linwood Avenue;Linwood;Christchurch;260 Linwood Avenue;Linwood;Christchurch;8062;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Woolston West;Hagley-Ferrymead Ward;-43.535.284;17.267.488;324;117;105;63;33;6;0;0
337;Linwood College;3;H;1;2;604;714;Secondary (Year 7-15);State;Christchurch City;Canterbury Region;Christchurch;Christchurch Central;Te Tai Tonga;03 9820100;03 9820101;secretary@linwoodcollege.school.nz;Linda Tame (acting);http://www.linwoodcollege.school.nz;85 Aldwins Road;Linwood;Christchurch;PO Box 24034;Eastgate;Christchurch;8642;Main Urban Area;Secondary (Year 7-15);Not Applicable;State: Not integrated;Co-Educational;Canterbury;Phillipstown;Hagley-Ferrymead Ward;-43.538.767;172.667.663;727;361;182;83;81;9;5;6
3415;Linwood North School;3;G;0;0;0;190;Contributing;State;Christchurch City;Canterbury Region;Christchurch;Christchurch East;Te Tai Tonga;03 3898112;03 3898222;office@linwoodnorth.school.nz;Sandra Smith;http://www.linwoodnorth.school.nz;221 Woodham Road;Linwood;Christchurch;221 Woodham Road;Linwood;Christchurch;8062;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Avonside;Hagley-Ferrymead Ward;-43.524.848;172.675.792;217;81;75;41;8;8;4;0
46;Liston College;5;M;0;0;574;783;Secondary (Year 7-15);State: Integrated;Auckland- Henderson-Massey;Auckland Region;Auckland North;Te Atatu;Te Tai Tokerau;09 8389350;09 8379809;info@liston.school.nz;Christopher Rooney;http://www.liston.school.nz;69 Rathgar Road;Henderson;Auckland;69 Rathgar Road;Henderson;Waitakere;610;Main Urban Area;Secondary (Year 7-15);Not Applicable;State: Integrated;Boys School;Auckland;Fairdene;Waitakere Ward;-36.866.064;174.623.159;841;297;67;144;239;48;5;41
3418;Little River School;9;Q;4;4;0;101;Full Primary;State;Christchurch City;Canterbury Region;Christchurch;Selwyn;Te Tai Tonga;03 3251004;03 3251274;office@littleriver.school.nz;Christian Couper;http://www.littleriver.school.nz;46 Western Valley Road;0;Little River;46 Western Valley Road RD 1;0;Little River;7591;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Little River;Banks Peninsula Ward;-43.763.797;172.795.486;116;93;17;0;4;1;1;0
3419;Loburn School;9;Q;-1;-1;0;182;Full Primary;State;Waimakariri District;Canterbury Region;Christchurch;Kaikoura;Te Tai Tonga;03 3128828;03 3128069;office@loburn.school.nz;Stuart Priddy;http://loburn.ultranet.school.nz;73 Hodgsons Road;Loburn;Rangiora;73 Hodgsons Road RD 2;0;Rangiora;7472;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Loburn;Woodend-Ashley Ward;-43.250.121;172.530.073;180;158;14;4;3;0;1;0
